vol_acidity,tot_sulf_d,density,sulph,alcohol,class
-1.719094,-0.561411,1.193917,1.249808,-0.115405,High
-0.825538,-0.135818,1.935704,-0.284052,-0.115405,Low
-0.825538,-0.135818,1.935704,-0.284052,-0.115405,Low
-1.439858,-0.409414,-0.607566,0.010921,2.230543,High
-0.267065,-0.439813,1.723765,-0.579025,-0.396918,High
-1.719094,-0.561411,1.193917,1.249808,-0.115405,High
0.570645,-0.409414,0.346161,-0.520031,-0.959946,Low
1.659667,-1.017403,0.240191,0.659862,0.259947,High
0.347256,0.016179,1.087948,0.069915,-0.77227,Low
1.045347,-0.804607,-0.077718,-0.402042,-0.490756,Low
0.738187,0.198576,1.352872,0.364889,0.54146,High
-1.216469,-0.956604,2.147644,0.777851,-1.898325,High
-0.322912,1.809747,0.770039,-0.402042,-1.241459,Low
0.123866,-0.561411,0.823024,0.718856,-0.866108,High
-1.216469,-0.774207,1.034963,1.190813,0.259947,High
-0.993079,0.684967,1.405857,0.541872,-0.021567,High
-0.099523,-0.652609,-0.501596,-0.579025,-0.866108,High
-0.546301,-0.04462,0.664069,0.423883,-0.396918,High
-0.378759,-0.07502,0.664069,0.482878,-0.396918,High
2.860384,1.505752,-1.773231,-0.225058,1.01065,Low
0.012172,-0.895805,1.829735,-0.579025,1.198326,High
0.012172,-0.895805,1.829735,-0.579025,1.198326,High
-0.322912,0.016179,2.836446,0.12891,2.136705,High
0.403103,-0.835006,1.405857,-0.520031,0.916812,Low
-0.490454,2.265739,0.5581,-0.461036,-1.147622,Low
0.068019,1.931345,0.770039,-0.284052,-1.147622,Low
-1.328163,0.411372,0.187206,-0.284052,-0.303081,High
-0.322912,0.016179,2.836446,0.12891,2.136705,High
0.403103,-0.835006,1.405857,-0.520031,0.916812,Low
-0.937232,-0.135818,-1.137414,-0.520031,1.198326,High
-0.993079,-0.287816,1.88272,1.485786,0.54146,High
-0.937232,-0.135818,-1.137414,-0.520031,1.198326,High
-1.6074,-0.561411,0.5581,-0.284052,-0.021567,Low
0.347256,0.016179,1.246902,-0.579025,-0.77227,Low
-1.048927,0.958562,1.299887,0.246899,-0.396918,High
-1.439858,-0.014221,1.352872,0.836846,-0.209243,High
-0.15537,-0.987003,0.5581,-0.815004,-0.396918,Low
-0.490454,1.961744,0.770039,-0.343047,-0.866108,Low
-0.322912,1.931345,0.770039,-0.343047,-0.584594,Low
-1.216469,-0.196617,0.45213,-0.873998,-0.584594,High
-0.15537,-0.987003,1.829735,-1.286961,-0.77227,Low
-0.15537,-0.987003,1.829735,-1.286961,-0.77227,Low
-0.211217,-0.956604,1.723765,-1.345955,-1.147622,Low
-1.384011,-0.774207,0.45213,0.010921,-0.490756,High
-1.104774,1.019361,1.829735,0.600867,0.259947,High
-0.099523,-0.257416,0.664069,0.010921,-0.77227,High
-1.216469,0.016179,0.981978,2.134727,0.166109,High
1.129118,1.688149,-0.024733,-0.402042,-1.053784,Low
-0.602148,0.107377,-2.673973,0.482878,3.356597,High
-1.328163,-1.017403,0.45213,0.482878,0.072271,High
-0.434607,0.867364,1.034963,-0.520031,-0.678432,Low
-0.76969,3.116923,-2.409049,-0.932993,1.01065,High
-0.434607,0.867364,1.034963,-0.520031,-0.678432,Low
-0.211217,-0.105419,1.935704,-0.461036,-1.335297,Low
1.07327,-0.257416,0.5581,-0.756009,-0.866108,Low
-0.713843,-0.683009,1.405857,-0.343047,-1.053784,High
0.291408,-0.865405,0.664069,-0.166063,-0.396918,High
0.319332,-0.500612,-0.024733,-1.050982,-0.584594,High
0.347256,-0.743808,1.723765,0.246899,-1.053784,High
2.162293,-0.713408,-0.289657,-1.109977,-0.396918,Low
-0.378759,-0.348615,2.041674,-0.579025,-1.335297,High
1.715514,-0.987003,0.399145,-0.815004,-1.053784,Low
-0.378759,-0.348615,2.041674,-0.579025,-1.335297,High
0.291408,0.50257,0.876009,-0.225058,-1.241459,High
0.403103,-0.683009,0.876009,-0.402042,-1.147622,High
-0.657996,-0.804607,0.293176,0.777851,1.667515,High
-0.267065,0.168176,0.770039,-0.756009,0.072271,High
-0.937232,-0.227017,-0.607566,-0.815004,2.136705,High
-1.6074,0.320173,0.823024,-0.697015,-1.147622,Low
-0.825538,-0.926204,2.041674,-0.697015,-0.959946,Low
0.626492,-0.531011,-0.130702,-0.343047,-0.396918,High
-0.76969,-0.531011,-0.289657,0.482878,-0.584594,Low
0.403103,0.745766,1.564811,-0.520031,-0.678432,Low
0.403103,0.745766,1.564811,-0.520031,-0.678432,Low
-1.216469,-0.561411,0.770039,1.603776,-0.584594,High
-0.378759,-0.895805,2.041674,0.246899,-0.209243,Low
-0.881385,-0.926204,1.087948,0.836846,-1.053784,Low
0.068019,1.992144,0.45213,-0.284052,-0.959946,Low
0.179714,1.748948,0.45213,-0.225058,-0.959946,Low
0.291408,-0.439813,0.346161,-0.63802,-0.866108,Low
-0.099523,-0.04462,0.346161,1.780759,1.573677,High
0.403103,-0.956604,1.087948,-0.991988,-1.241459,Low
0.403103,-0.956604,1.087948,-0.991988,-1.241459,Low
0.068019,-0.470212,0.45213,-0.343047,-1.053784,High
0.877805,1.140959,-0.183687,-0.284052,-1.053784,Low
0.068019,-0.470212,0.45213,-0.343047,-1.053784,High
-1.384011,-0.835006,1.087948,-0.166063,-0.866108,Low
-0.657996,-0.105419,-0.183687,-0.520031,0.072271,High
2.273987,1.201758,2.253613,-0.107068,0.822974,Low
-0.993079,1.688149,-0.183687,-0.461036,-0.866108,Low
1.743438,-0.409414,-0.713535,-0.63802,-0.678432,Low
1.966827,3.056125,0.611085,-0.756009,-0.959946,Low
1.994751,2.995326,0.5581,-0.756009,-0.959946,Low
2.162293,-0.713408,-0.183687,-0.048074,-0.209243,High
0.068019,-0.196617,1.246902,-0.225058,-0.959946,Low
0.347256,0.654567,1.299887,-0.166063,-0.866108,Low
0.068019,-0.196617,1.246902,-0.225058,-0.959946,Low
0.347256,0.654567,1.299887,-0.166063,-0.866108,Low
0.068019,-0.196617,1.246902,-0.225058,-0.959946,Low
0.794034,-0.804607,0.240191,-0.166063,-0.303081,Low
1.771362,-0.987003,-0.024733,-0.461036,0.54146,Low
-0.267065,-0.561411,-0.183687,0.069915,0.729136,High
-0.546301,-0.439813,0.981978,-0.932993,-0.77227,Low
1.966827,3.29932,2.253613,0.069915,0.729136,Low
-1.104774,-0.500612,0.45213,-0.697015,1.479839,High
-0.322912,-0.531011,0.611085,-1.168972,-0.866108,Low
0.123866,0.198576,1.935704,-0.284052,-0.959946,Low
-0.546301,-0.439813,0.981978,-0.932993,-0.77227,Low
-0.15537,-0.135818,0.664069,0.12891,0.072271,High
-0.043675,-0.804607,0.293176,0.89584,-0.77227,High
1.743438,-1.017403,0.134222,-0.520031,0.54146,Low
-0.043675,-0.804607,0.293176,0.89584,-0.77227,High
-0.602148,-0.135818,0.5581,-0.107068,-1.335297,Low
0.235561,-0.59181,0.240191,0.246899,-0.77227,High
-1.384011,-1.017403,0.346161,0.777851,-0.209243,High
-0.713843,0.228975,1.723765,0.010921,-0.209243,Low
0.347256,0.046578,0.717054,-0.579025,-0.678432,Low
-1.048927,-0.956604,1.087948,0.010921,-1.147622,High
1.129118,-0.470212,-0.077718,-0.520031,0.54146,Low
-1.048927,-0.956604,1.087948,0.010921,-1.147622,High
-0.713843,-0.04462,-0.448611,-0.461036,-0.396918,Low
1.129118,-1.017403,0.028252,-0.815004,-0.866108,Low
3.97733,3.177722,0.664069,-0.756009,-0.866108,Low
1.129118,-1.017403,0.028252,-0.815004,-0.866108,Low
-0.713843,-0.895805,0.876009,0.069915,-1.053784,High
-0.657996,-0.470212,0.876009,-0.048074,-0.209243,Low
-0.713843,-0.895805,0.876009,0.069915,-1.053784,High
1.520049,-0.470212,0.611085,-1.050982,-0.490756,Low
1.408354,1.232157,0.823024,-0.756009,-0.396918,Low
-1.495705,0.076978,0.240191,-0.697015,-0.77227,Low
-0.546301,-0.196617,1.935704,-0.991988,-1.335297,Low
-0.434607,-0.531011,-0.289657,-0.991988,-0.209243,High
-0.378759,0.350573,0.664069,-0.697015,-0.584594,Low
1.408354,-0.956604,0.134222,-0.579025,0.822974,Low
2.5253,3.208122,0.664069,-1.050982,-0.959946,Low
1.408354,-0.956604,0.134222,-0.579025,0.822974,Low
0.682339,-0.196617,0.134222,-0.343047,-1.241459,Low
0.626492,-0.257416,1.617796,-0.402042,-0.678432,Low
0.738187,-1.139001,-0.289657,-1.109977,-0.959946,Low
3.67017,-0.987003,-0.077718,-0.697015,0.259947,Low
2.190216,1.414554,1.617796,-0.697015,-0.584594,Low
-0.267065,2.296138,0.876009,-0.225058,-0.959946,Low
-0.322912,2.387336,0.876009,-0.284052,-0.959946,Low
-0.322912,-0.07502,-2.462033,-0.225058,2.230543,High
0.682339,-0.652609,0.240191,0.069915,-0.866108,High
0.682339,-0.652609,0.240191,0.069915,-0.866108,High
0.486874,0.776165,1.77675,-0.756009,-0.678432,Low
-0.825538,-0.835006,0.981978,-0.225058,0.353785,High
2.748689,1.262557,0.876009,-0.520031,-0.303081,High
0.682339,-0.652609,0.240191,0.069915,-0.866108,High
0.626492,-0.713408,0.134222,0.069915,-0.959946,High
-0.825538,1.140959,0.240191,0.246899,-0.77227,Low
1.324583,-0.987003,0.664069,-0.697015,-0.678432,Low
1.408354,-0.835006,-0.607566,-1.109977,-0.396918,Low
-0.211217,-0.287816,-0.077718,-0.873998,0.072271,Low
0.095943,-0.348615,-0.395626,-0.284052,1.104488,High
-1.216469,-0.409414,0.823024,0.010921,-0.396918,High
2.776613,1.140959,0.928993,-0.520031,-0.303081,Low
0.207637,1.992144,1.617796,-0.284052,-0.866108,Low
0.905729,-0.409414,1.299887,-1.227966,-0.959946,Low
-0.546301,0.046578,0.45213,-1.168972,-0.959946,Low
1.184965,0.928163,0.664069,-0.873998,-0.584594,Low
-0.211217,-0.379014,-0.024733,-1.050982,-1.147622,High
-0.546301,0.046578,0.45213,-1.168972,-0.959946,Low
-0.378759,0.076978,0.028252,-0.520031,-0.396918,Low
0.179714,-0.743808,0.45213,-1.286961,-0.77227,Low
0.738187,-0.04462,0.45213,-0.697015,-0.866108,Low
0.179714,-0.743808,0.45213,-1.286961,-0.77227,Low
-0.267065,1.809747,0.770039,-0.756009,-1.147622,Low
-0.602148,0.046578,0.028252,-0.402042,-0.396918,Low
3.279239,-1.047802,-0.501596,-0.343047,0.729136,Low
0.738187,-1.017403,0.45213,-0.63802,-0.021567,Low
1.07327,0.076978,1.405857,0.364889,0.635298,High
0.235561,-1.078202,0.134222,0.12891,-0.866108,Low
0.235561,-1.078202,0.134222,0.12891,-0.866108,Low
1.883056,0.350573,-0.925474,-0.991988,2.136705,High
1.938904,-0.987003,1.405857,-0.815004,1.01065,Low
1.715514,-0.835006,-0.077718,-1.109977,-0.77227,Low
-0.434607,0.776165,0.664069,-0.343047,-0.866108,Low
0.179714,-0.227017,1.034963,-0.225058,-1.053784,Low
2.441529,-0.743808,-0.236672,-0.932993,-0.866108,Low
2.441529,-0.743808,-0.236672,-0.932993,-0.866108,Low
0.347256,0.350573,1.829735,-0.048074,-1.053784,High
-0.378759,1.748948,0.823024,-0.579025,-1.147622,Low
0.905729,-0.257416,1.193917,-0.343047,-1.053784,Low
1.29666,-0.926204,-0.130702,0.12891,1.01065,High
0.012172,2.812929,0.600488,-0.520031,-0.866108,Low
0.486874,-0.865405,0.240191,-0.048074,-1.147622,Low
-0.657996,1.657749,1.850929,-0.756009,-0.396918,Low
-0.76969,1.657749,1.77675,-0.873998,-0.866108,Low
-0.099523,-0.561411,0.494518,0.423883,-0.866108,High
-1.048927,0.320173,0.5581,-1.109977,-1.335297,High
-1.104774,0.654567,0.568697,-1.050982,-0.959946,Low
-0.15537,-0.470212,0.457429,0.364889,-0.77227,High
-0.099523,-0.561411,0.494518,0.423883,-0.866108,High
0.682339,-0.196617,0.679965,-0.63802,-0.866108,Low
0.682339,-0.196617,0.679965,-0.63802,-0.866108,Low
0.068019,0.593769,0.584592,-0.284052,-0.959946,Low
0.682339,-0.196617,0.679965,-0.63802,-0.866108,Low
2.134369,0.016179,-0.793012,-1.345955,0.259947,High
2.5253,-0.409414,-0.989056,-1.168972,0.729136,High
1.91098,-0.470212,-0.098912,-0.932993,-0.584594,Low
1.91098,-0.470212,-0.098912,-0.932993,-0.584594,Low
-0.602148,1.262557,0.785934,-0.815004,-1.147622,Low
0.291408,1.748948,0.552801,-0.520031,-0.678432,Low
0.710263,-0.348615,0.335564,-1.40495,-0.77227,Low
0.961576,-0.835006,0.13952,-0.756009,-0.396918,High
0.710263,-0.348615,0.335564,-1.40495,-0.77227,Low
0.849881,-0.07502,1.130336,-0.63802,-0.866108,High
0.794034,0.046578,1.130336,-0.697015,-0.866108,High
0.347256,0.836964,0.335564,-0.697015,-0.959946,Low
0.403103,1.566551,1.39526,-0.225058,-0.866108,Low
0.347256,1.444953,0.367355,-0.756009,-0.678432,High
1.07327,-0.439813,-0.03533,-0.697015,-0.77227,Low
0.347256,1.444953,0.367355,-0.756009,-0.678432,High
0.877805,2.934527,0.5581,-0.63802,-0.959946,Low
0.235561,2.964926,0.568697,-0.63802,-0.959946,Low
2.636995,-0.926204,-0.469805,-1.168972,-0.396918,Low
-0.546301,-0.379014,0.600488,-0.284052,0.072271,Low
-0.043675,1.384154,0.372653,-0.343047,-0.584594,Low
-0.378759,-0.287816,0.303773,-0.048074,-0.584594,Low
1.631743,1.505752,0.738248,-0.756009,-0.396918,Low
-0.378759,-0.287816,0.303773,-0.048074,-0.584594,Low
0.347256,1.171358,0.377952,-0.402042,-0.584594,Low
-0.993079,0.441771,0.770039,-0.932993,-0.866108,Low
-0.993079,0.441771,0.770039,-0.932993,-0.866108,Low
0.179714,0.350573,1.246902,-0.579025,-0.303081,High
0.179714,0.350573,1.246902,-0.579025,-0.303081,High
0.570645,2.20494,0.664069,-0.815004,-1.053784,Low
-0.881385,1.08016,0.176609,0.12891,-0.678432,High
0.626492,2.539334,0.759442,-0.697015,-0.77227,Low
0.45895,1.232157,0.372653,-0.343047,-0.678432,High
0.403103,-1.017403,-0.188986,-0.579025,0.353785,Low
-1.439858,-0.62221,-0.761221,-0.756009,1.949029,High
2.022674,0.411372,0.589891,3.078641,-0.209243,Low
-0.378759,0.53297,0.377952,0.482878,-0.77227,Low
-0.881385,-0.135818,-0.787714,0.89584,0.353785,High
-0.15537,-0.987003,1.034963,-0.815004,0.259947,High
-0.15537,-0.987003,1.034963,-0.815004,0.259947,High
0.45895,1.870546,-0.178389,-0.873998,-0.959946,Low
0.123866,-0.895805,0.319668,-1.286961,-0.396918,Low
0.319332,1.201758,-2.175915,1.66277,2.32438,High
0.179714,-0.014221,0.187206,0.010921,-0.77227,High
-0.043675,-0.865405,0.038849,-0.520031,-0.490756,High
-1.384011,-1.108601,-1.688455,0.246899,2.230543,High
-1.551552,-1.108601,-1.529501,0.305894,1.949029,High
-1.384011,-1.108601,-1.688455,0.246899,2.230543,High
-0.267065,-0.956604,0.097132,-0.63802,-0.115405,High
-0.211217,-0.987003,-0.596969,-1.109977,0.072271,Low
-0.15537,-0.683009,1.787347,0.12891,0.447623,High
-0.434607,-0.257416,0.759442,0.305894,0.353785,Low
-0.76969,-1.199799,-1.126817,-0.461036,0.916812,Low
-0.657996,-0.166218,1.400558,0.600867,0.822974,High
-0.434607,-0.257416,0.759442,0.305894,0.353785,Low
-0.099523,-0.500612,0.876009,-0.461036,0.072271,High
-1.328163,-0.59181,-0.687043,0.423883,1.386002,High
1.045347,0.016179,-0.226075,-1.227966,-0.959946,Low
0.738187,0.380972,1.596602,-0.697015,-0.77227,Low
0.877805,-0.743808,-0.363836,-0.343047,-0.678432,Low
-0.602148,-0.135818,-2.758748,0.482878,3.356597,High
0.068019,-0.318215,0.293176,-0.107068,-0.584594,Low
0.068019,-0.318215,0.293176,-0.107068,-0.584594,Low
-0.267065,-0.926204,0.038849,-0.756009,-0.115405,Low
-0.378759,-0.287816,-0.268463,-0.991988,0.259947,Low
-1.439858,-1.1694,-0.87249,-0.107068,0.54146,High
-0.378759,-0.287816,-0.268463,-0.991988,0.259947,Low
0.235561,-0.04462,-1.365248,0.482878,2.136705,High
0.45895,-0.683009,-1.582486,0.659862,0.635298,High
0.877805,-1.139001,-0.226075,-0.63802,0.447623,Low
0.45895,-0.683009,-1.582486,0.659862,0.635298,High
-0.490454,0.046578,0.833621,1.190813,-0.490756,Low
-0.322912,0.137777,0.854815,1.190813,-0.490756,Low
0.877805,-0.713408,0.102431,-1.109977,-0.959946,Low
0.76611,0.259374,-0.10421,-0.873998,-1.053784,Low
-1.384011,1.62735,-3.235611,-1.581934,1.198326,High
-1.384011,1.62735,-3.235611,-1.581934,1.198326,High
-1.216469,-0.561411,-0.014136,1.013829,0.729136,High
-0.15537,-0.62221,-0.146598,-1.109977,-0.396918,Low
-0.602148,-0.379014,0.324967,0.659862,1.573677,High
0.738187,-0.470212,-0.241971,-0.166063,-0.115405,Low
-0.15537,0.654567,0.176609,0.364889,0.447623,High
0.877805,1.384154,-0.236672,-0.225058,-0.959946,Low
-1.551552,-0.135818,-0.448611,1.013829,0.166109,High
0.626492,-0.470212,0.075938,0.010921,-0.584594,Low
0.626492,-0.470212,0.075938,0.010921,-0.584594,Low
0.849881,-0.227017,0.505115,0.246899,-0.490756,High
0.626492,-0.470212,0.075938,0.010921,-0.584594,Low
0.570645,-0.439813,0.075938,0.010921,-0.584594,Low
-0.546301,-0.743808,0.176609,-0.63802,-0.866108,Low
-0.546301,-0.743808,0.176609,-0.63802,-0.866108,Low
-0.602148,2.296138,0.669368,2.4297,-0.678432,Low
-0.937232,0.259374,-0.120105,0.423883,0.447623,High
-0.937232,0.259374,-0.120105,0.423883,0.447623,High
1.157041,-0.987003,-0.724132,0.305894,1.198326,High
-0.937232,0.259374,-0.120105,0.423883,0.447623,High
-1.495705,0.016179,-0.427417,0.718856,0.822974,High
-1.384011,-0.439813,0.060043,0.069915,0.166109,High
0.179714,-0.683009,-1.25398,0.954835,0.729136,High
0.514797,1.171358,0.377952,-0.697015,-0.866108,Low
2.692842,1.262557,-1.683157,-0.343047,1.01065,High
-0.602148,-0.652609,-0.247269,-1.286961,-0.021567,Low
0.514797,1.140959,0.377952,-0.756009,-0.678432,Low
0.514797,1.171358,0.377952,-0.697015,-0.866108,Low
0.598568,1.201758,0.388549,-0.697015,-0.678432,Low
-0.211217,-0.683009,-1.25398,1.013829,0.822974,High
-0.099523,-0.743808,-1.25398,1.072824,0.729136,High
0.179714,-0.683009,-1.25398,0.954835,0.729136,High
0.570645,-0.105419,-0.512193,-0.107068,0.447623,High
1.045347,-0.105419,-1.608978,-0.520031,1.292164,High
0.179714,-0.014221,-0.808908,-0.520031,0.166109,Low
-0.993079,0.046578,-0.52279,-0.697015,-0.396918,Low
-1.774942,-1.108601,-0.649953,-0.461036,0.635298,High
-0.825538,-1.108601,-0.056524,-0.048074,1.292164,High
-1.216469,-0.926204,-0.321448,0.777851,1.292164,High
-0.322912,-0.987003,-0.8354,-0.461036,0.447623,Low
1.045347,-0.105419,-1.608978,-0.520031,1.292164,High
0.45895,0.684967,0.595189,-0.932993,-0.396918,High
0.403103,1.262557,0.372653,-0.63802,-0.866108,Low
0.179714,-0.774207,-0.52279,-0.991988,-0.490756,Low
1.045347,-0.348615,-0.750625,-0.048074,0.916812,High
0.403103,1.262557,0.372653,-0.63802,-0.866108,Low
0.45895,0.684967,0.595189,-0.932993,-0.396918,High
1.240812,-0.500612,0.791233,-0.107068,0.072271,Low
1.520049,-0.561411,0.854815,-0.048074,-0.021567,High
-0.043675,0.289774,-0.517491,0.777851,1.573677,High
0.235561,0.53297,-0.973161,-0.579025,0.729136,High
-1.048927,0.168176,-0.52279,-0.461036,-0.303081,Low
0.738187,1.201758,0.362056,-0.520031,-0.678432,Low
-0.434607,-0.865405,0.526309,-0.048074,-1.053784,High
0.738187,1.201758,0.362056,-0.520031,-0.678432,Low
0.570645,1.262557,0.372653,-0.461036,-0.584594,High
0.347256,-0.105419,-0.66055,-0.461036,0.259947,High
-1.216469,-0.105419,-1.222189,0.659862,1.949029,High
0.347256,-0.105419,-0.66055,-0.461036,0.259947,High
-1.216469,-0.105419,-1.222189,0.659862,1.949029,High
2.748689,-1.078202,1.15153,-0.991988,0.54146,Low
-1.216469,-0.227017,-0.596969,0.187905,1.292164,Low
0.598568,-0.409414,0.324967,0.187905,0.353785,High
0.598568,-0.409414,0.324967,0.187905,0.353785,High
0.291408,2.083342,0.664069,-0.402042,-0.866108,Low
0.068019,0.958562,-0.183687,0.305894,0.54146,Low
0.179714,-1.139001,-1.031444,-0.697015,1.01065,High
-0.043675,0.441771,-0.777117,-0.402042,0.353785,High
-1.244392,-1.078202,-1.820917,-0.815004,1.01065,High
-0.825538,-1.078202,-0.517491,-0.520031,2.605894,High
-0.378759,-1.1694,-0.003539,-0.225058,1.667515,High
-0.741767,-1.108601,-0.188986,-0.107068,1.667515,High
-1.244392,-1.078202,-1.820917,-0.815004,1.01065,High
-1.188545,-1.230199,-0.861893,0.069915,1.386002,High
-0.937232,0.988961,-0.183687,0.364889,0.54146,High
0.514797,-0.014221,-0.90428,1.367797,1.292164,High
-0.657996,-0.713408,0.589891,-0.579025,0.072271,Low
-0.937232,0.988961,-0.183687,0.364889,0.54146,High
0.514797,-0.014221,-0.90428,1.367797,1.292164,High
-0.322912,-0.561411,-0.840699,0.836846,0.729136,Low
-1.719094,0.928163,-0.374433,1.249808,0.54146,High
-1.6074,0.806565,0.589891,1.426792,-0.209243,High
0.794034,0.867364,0.324967,-0.402042,-1.147622,Low
-0.322912,-0.561411,-0.840699,0.836846,0.729136,Low
-1.104774,-0.835006,-1.095026,0.423883,1.479839,High
0.45895,-0.652609,0.377952,0.423883,0.072271,Low
0.45895,-0.257416,0.388549,-0.048074,-0.584594,Low
-0.713843,0.593769,0.187206,-0.402042,-0.866108,High
0.45895,-0.257416,0.388549,-0.048074,-0.584594,Low
0.45895,-0.652609,0.377952,0.423883,0.072271,Low
-1.272316,0.776165,-0.69764,0.364889,1.292164,High
-1.272316,0.776165,-0.69764,0.364889,1.292164,High
0.570645,-0.62221,0.616383,-0.343047,-0.021567,Low
-0.825538,-0.135818,-1.688455,0.364889,2.32438,High
-0.378759,-1.078202,-1.32286,-0.697015,0.916812,Low
-1.104774,-0.652609,-0.877788,0.600867,1.855191,High
-0.546301,0.168176,0.844218,-0.107068,-0.396918,High
-0.15537,-0.04462,1.003172,-0.343047,-0.678432,High
-1.272316,-0.683009,-0.936071,-0.107068,1.573677,High
-0.490454,-0.804607,-0.575775,0.777851,0.635298,High
-0.490454,-0.683009,0.372653,1.957743,1.479839,High
-1.384011,-1.047802,-1.412934,-0.225058,1.855191,High
-2.277567,-0.774207,-0.649953,0.600867,1.386002,High
-2.277567,-0.774207,-0.649953,0.600867,1.386002,High
-2.277567,-0.774207,-0.649953,0.600867,1.386002,High
-1.384011,-1.047802,-1.412934,-0.225058,1.855191,High
-1.216469,-1.108601,-0.734729,0.12891,0.729136,High
-1.048927,-1.139001,-1.14801,0.187905,1.573677,High
-0.546301,-1.078202,-0.724132,-0.697015,1.667515,High
-1.774942,-0.713408,-0.141299,0.069915,-0.021567,Low
-0.937232,-1.108601,-0.565178,-0.225058,0.822974,High
-0.881385,0.137777,-0.326746,-0.461036,0.635298,High
0.235561,-0.318215,-0.824803,0.305894,0.822974,High
0.347256,-0.439813,0.319668,-0.284052,-0.396918,Low
-0.322912,-0.257416,-0.830102,1.131819,0.635298,High
0.179714,-0.865405,-0.438014,-0.225058,-1.053784,Low
0.235561,-0.926204,-0.109509,0.187905,-0.866108,Low
-1.439858,-0.59181,-0.681744,0.187905,0.729136,High
-0.322912,-0.257416,-0.830102,1.131819,0.635298,High
-1.048927,0.046578,-0.639356,1.190813,0.54146,High
-0.825538,-1.108601,-0.374433,-0.461036,1.386002,High
0.738187,2.022543,0.309071,-1.050982,-1.147622,Low
-0.713843,-0.014221,-1.296368,-0.343047,1.667515,High
0.179714,-0.743808,-0.030031,-0.284052,-0.209243,Low
-1.495705,-1.108601,0.261385,1.249808,0.447623,High
-1.495705,-1.108601,0.261385,1.249808,0.447623,High
-0.825538,-1.017403,-0.167792,-0.048074,1.104488,High
-1.048927,-1.047802,-0.369134,-0.166063,0.259947,Low
-0.657996,0.776165,0.134222,-0.815004,-0.959946,Low
-0.657996,0.776165,0.134222,-0.815004,-0.959946,Low
0.347256,2.20494,0.669368,-0.932993,-1.241459,Low
-0.713843,-0.531011,-1.370547,-0.991988,0.822974,High
-0.434607,-1.230199,0.081237,-0.166063,-0.021567,Low
-0.15537,-0.895805,0.526309,0.305894,0.072271,High
1.855133,-0.561411,0.197803,-0.225058,-0.396918,Low
-0.043675,0.715366,-1.35995,0.954835,2.32438,High
-0.15537,-0.895805,0.526309,0.305894,0.072271,High
-0.434607,-1.230199,0.081237,-0.166063,-0.021567,Low
0.291408,-1.078202,-0.596969,-0.461036,0.822974,High
-1.048927,-1.199799,-1.084429,-0.63802,0.916812,High
-0.937232,0.715366,0.097132,-0.932993,-0.959946,Low
-0.76969,-0.59181,-0.41682,-0.991988,-0.959946,Low
-1.30024,-0.774207,-0.62876,-0.873998,0.447623,High
-0.76969,-0.59181,-0.41682,-0.991988,-0.959946,Low
-1.048927,0.654567,0.102431,-1.050982,-0.959946,Low
-0.713843,0.016179,-0.639356,-1.050982,-0.959946,High
-1.048927,0.654567,0.102431,-1.050982,-0.959946,Low
-0.993079,1.262557,1.28929,-1.345955,-0.959946,Low
0.403103,-0.166218,0.118326,-0.225058,-0.303081,High
0.738187,-1.078202,-1.571889,-0.166063,2.230543,High
0.738187,-1.078202,-1.571889,-0.166063,2.230543,High
1.743438,-1.108601,-0.639356,-1.050982,-1.241459,High
0.905729,-1.047802,-2.71636,-0.756009,2.32438,High
-0.546301,-1.047802,-0.951967,0.364889,1.01065,High
-0.993079,0.016179,0.007058,0.954835,0.166109,High
-1.328163,-0.59181,-0.840699,1.072824,1.198326,High
-0.937232,-1.1694,-2.09114,-0.63802,2.230543,High
-0.546301,-0.04462,-0.379731,-0.697015,-0.115405,Low
-0.937232,-1.1694,-2.09114,-0.63802,2.230543,High
-1.328163,-0.59181,-0.840699,1.072824,1.198326,High
-1.272316,-0.652609,-0.840699,1.072824,1.198326,High
-0.993079,-0.683009,-0.665849,0.246899,1.479839,High
-0.15537,0.259374,0.250788,0.12891,0.447623,Low
-1.384011,-1.047802,-1.699052,-0.63802,1.761353,High
-1.160621,-0.835006,-0.554581,-0.63802,-0.021567,High
2.664918,-0.439813,-0.374433,-1.050982,-0.396918,Low
1.017423,-0.470212,-0.21018,-0.461036,-0.396918,High
0.291408,-1.199799,-1.169204,-0.461036,0.729136,High
-0.76969,-0.59181,-0.406223,1.072824,0.916812,High
-0.825538,-0.561411,-0.999653,0.541872,2.042867,High
-1.942483,1.900945,-3.537625,-1.286961,2.136705,High
-1.942483,1.900945,-3.537625,-1.286961,2.136705,High
-0.15537,-0.713408,-0.204881,-0.284052,-0.021567,Low
-0.937232,-1.1694,-0.17309,-0.756009,1.386002,High
-0.937232,-1.1694,-0.17309,-0.756009,1.386002,High
-0.099523,-1.139001,-0.480402,-0.697015,0.072271,Low
-1.160621,-1.139001,-0.893683,-0.63802,1.761353,High
0.291408,-0.865405,-0.565178,-0.579025,0.072271,High
1.687591,-0.105419,0.780636,-0.343047,-0.021567,High
-1.216469,-0.318215,-1.646068,-0.579025,2.042867,High
1.492125,0.168176,-1.571889,-0.815004,1.104488,Low
-1.048927,0.654567,-0.469805,-0.697015,-0.303081,High
0.291408,-0.865405,-0.565178,-0.579025,0.072271,High
0.347256,-0.987003,-0.989056,-0.63802,1.01065,High
